,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,emotion
270,-223.76233459297768,100.43603710539593,-4.5059596462930855,30.170310140970937,-29.8231778195118,-12.733018534056104,-9.573484154922648,-10.335648451315738,-18.186083496443818,-3.580639014548748,-7.0218530628020845,-8.088232225088072,-4.488828757582408,-5.284157875897401,1.6504283507493995,-4.525942474577174,-7.882704114407376,-4.7829452374314645,-6.508278702901552,-9.423336108920948,0.8888385291967781,1.544356895860412,5.013680712585438,9.020077388451186,9.024118826541319,6.209199886959036,7.562591978890248,8.120436997412149,2.547143685570696,7.21068744370798,6.223810090194961,3.4620037801087014,3.337221285026765,3.134082858397309,3.1594513434841516,1.6742989977089175,0.29890620796776257,2.455870044664094,2.256825463248204,0.20375301495923448,fear
99,-358.05009418307407,102.551675948041,13.472704417865646,43.16450807661778,20.581234958570786,7.2326839063462725,-27.207276701955703,-7.1997925191983825,-1.1887374368939667,-12.814439151721569,-5.150967390061921,-3.0868523029166486,-1.0401135931552834,-0.5736814561654234,9.773710566660295,-1.5719123967558368,-5.578446951619713,6.695784159571862,-2.8087601151744135,-3.1499042034614093,-1.2837830175453955,-4.992194685073436,0.5932057786580278,-2.310302939986886,-1.1352165177015692,-4.020866455003162,-3.584120281952677,0.896736749368873,-4.334341287962024,-2.469493771196151,0.27494479750434053,3.0993794735175806,5.871325494478352,8.518854814875064,13.144611880261632,15.799782842048412,16.878066059643174,15.119516454525776,9.937567107679287,6.021269670471172,sad
5,-284.71143845826253,121.73859659714155,-1.2249530969066857,28.014454313850766,-0.01110211256393358,-1.048601399004955,-26.302813401041906,-4.244999829495001,-0.5668508934311857,-13.850362931425707,1.2455938017695218,-0.3178560191920821,-2.773980775200835,-2.272812291069281,3.8745142276022397,0.5487691469078224,-2.477993834214812,5.450534014122107,-2.0247635050083037,-2.37431091300302,0.5592727542463811,-2.062155554582649,3.1873027025690264,-3.393285530050892,-1.082786318154101,-2.913138621444292,-3.476050913821885,1.8650256716484765,-1.7262028754327514,-0.3535971488158573,-0.6570141721229694,0.11576660533347327,0.2768535261422915,1.2861012483660175,3.503961348848858,5.6206616103322435,5.791616912057452,7.897540273200334,8.694280575967134,6.470056411655537,angry
212,-483.60901105109457,127.09668072336581,35.25144804729707,26.018342828487448,3.6698157839295193,-2.4127078639053425,-9.788214204243308,2.4889170527969373,1.4396813623642504,2.78597760500071,2.998003069654754,-3.227136342297088,-1.2690159452236478,-1.2718935576987647,4.623416467100312,2.1638030236911643,1.9901187713646709,4.082148706566316,-5.1191517022274065,-1.4496640509788503,4.1227948422046214,0.09075331633841387,3.3260711598585444,2.173217991445999,-0.5262352224531652,0.596104892419292,1.9393986736252968,2.492176725020624,2.8798117575349407,6.998250733514222,10.921709888595446,8.716639405061455,8.777509545682442,7.329776169500522,5.5274368380827035,6.781962403400508,5.432048657173312,5.509586750086195,3.3418331512465027,2.2633354310318397,sad
309,-355.70556218125677,133.9225501929098,28.180874156017353,50.735413919561324,-0.6160337726026607,-13.1726339707048,-4.056320195971078,-2.9156730864121254,-10.219790976746925,-1.6311838429348486,-7.625136686978036,-6.382235759193714,-2.444283885196739,-2.657994779981269,7.276236275622354,2.28751999102096,-3.3000377408376886,0.5812425420671868,-1.841931891852516,-6.871629632570588,0.8683555399779542,2.567803470537816,-0.8344488077162321,-0.44275489762524484,1.026321998381563,-1.1638744584670833,-0.9996244078194504,0.3058908665883618,-1.5840305395733976,-1.8040005341844298,1.0488754449905355,2.4232592666775234,1.0159263700262764,1.4875477091399034,3.1200458330334007,3.5088854022319853,3.61572078164021,3.3514317825553004,1.0463803263099853,-0.0741564106886312,neutral
235,-336.654848201369,76.84488882727061,13.684321147152962,46.961682551447346,-0.24038508682996623,5.990613405919097,-23.810134574394137,-2.137103085086028,-3.745352981036322,0.450540799182282,3.5352550772032867,-1.6668040075526978,0.3020915043508117,-0.5981271038554183,7.639291717826289,-1.6038646464739286,1.3346128817491707,3.225632668654544,-3.9956166100452455,-3.6587327953424853,-0.17215785407547265,-1.2465050074014699,1.7370581799915235,0.5128359339622109,-0.45539788030456546,1.0064116764021753,3.3456853301013836,3.7279837004503835,1.2588502772433718,4.435623736138398,6.0776644100708985,5.84709242422525,6.292578873563478,3.8406098846097136,1.8969140817363785,2.3705641582264034,2.4864230016386237,3.388176964813173,2.1748930648899627,2.2338285634427164,surprised
380,-628.2139030605877,136.8718854188236,32.70945256114332,48.72709330056608,10.872876736492774,-1.513907764753139,-14.813368838569653,-2.0567877582832828,-3.0442618220183886,-8.303230526349104,1.1904325623439538,-6.048872749026364,0.42680013347139933,3.7561185550668323,0.18583749991510654,8.901225248658877,5.243650955764223,-3.495499991900759,3.7337089406115975,9.006513534166286,-0.5732933527460833,-5.743788829350525,4.88968542899081,1.873672282185659,-2.9179697005124905,2.5439443812718143,2.156676225471535,0.651642346785631,-1.538856236129895,1.1027863141608487,4.050993402931074,-0.4622277445392306,-0.5559348936445523,2.0580794989944295,1.2159387015524832,0.15153026199584776,1.3933399117485528,2.0574638338988893,-0.7636695486956724,-1.5300637248612963,disgust
256,-290.3584170745642,123.78648705325593,6.786394358593546,16.684987230093746,-14.707071309028942,-12.98285091582435,-4.868987895521136,-9.025181800495677,-10.94691678935596,-0.927546172415839,-4.062954370086916,-4.592566502323313,-5.921752151013517,-3.3103449962019402,4.747389976602954,-2.0934953625831163,-5.249291510957073,-0.6731351211122291,-2.7385237768726314,-3.5753665544160227,3.353503904943982,-0.3896300023235252,-1.6180455031363794,1.1792994022409737,2.6999534669497187,5.055965732456417,5.6933995985305295,5.630012067190357,4.701409959963433,5.396378952540567,4.582146540331131,4.447624938036113,4.640047291311358,4.307166976612604,3.541147851726388,2.2559010191696016,4.316098956267905,4.496476073550997,2.7751113083672134,2.475230328807107,disgust
40,-326.2261776906285,119.2293945740201,1.4289154061335951,25.66687495381893,4.94398056160197,7.110606940445805,-29.916811316008463,-1.547988689938956,1.6112010047678091,-13.486315258272853,4.305284609744573,2.0091559378923622,-5.445961032674673,0.4374590184583878,14.207331820154444,-5.526051637805085,-4.846275998767474,7.694476447269955,-3.5832508554369937,-1.9568121219704928,-2.4075429514796505,-0.6755602497496576,1.6279880530927875,-2.0481331797254754,2.6045349613047977,-3.591354524878691,-3.3711541463444106,-0.25247327416793136,-3.062794768861028,-0.9690642297254694,-1.1637146509782594,-0.32760191814506157,-0.8764377011584988,1.060197735958586,6.485248510854035,13.62701207379032,16.28771039351462,13.55184681445362,7.911338634985391,2.9748883211202046,fear
253,-199.298182725597,94.1950561744072,-10.877998104028116,44.894662337326665,-11.07900562125546,-12.250884764605646,-12.41213942297479,-3.7015799829412304,-14.08611989641909,-6.248837113348199,-8.31256187685592,-5.347736128246228,-1.7465611227972706,-3.64655212768786,2.1798282157303173,-2.4152472006530554,-2.4878975505731447,0.562322479917418,-2.356583580022647,-6.126101429420052,-1.3350448828096835,-1.7281927105978698,-2.224751949660863,-1.828190849274878,-0.992611018569644,-0.9125981510889326,-1.50001183185213,0.9194021101886256,-0.7803234666014337,0.47228724724862386,2.301359738912353,4.928149370981546,4.427719753528708,2.9387846188770252,3.3095997114807267,2.067915918166289,2.1499231861324355,3.4947215039573893,2.6575425820466627,2.0036567243554284,angry
199,-415.7553495824715,135.03122416582067,26.60952507637242,42.88125523994137,6.465255358815744,-0.26344165465381564,-14.953722533781118,-3.225352241764562,-2.8327844876871513,-0.7148758543563621,-0.9174677980227643,-0.2275006276533339,3.591370429208012,-2.0783895860276154,10.190648918843165,4.149843423750832,-2.5967911924436935,4.072981420385132,-0.8723220365443809,-1.985079177094783,0.740362449361108,1.107946045579437,-1.4689386133855733,-5.0083953316832,1.0614811098066108,-1.4101954075317782,-0.8397485759228303,0.742286107857762,-0.4290236763230425,-0.43237492491385354,-0.9246901012052025,2.0140122137433245,-0.6088816160973622,1.8697188353824137,1.5352788074209798,-1.169379557366314,1.2938734962513554,1.502913811456437,3.0750485454826224,4.863562882544915,neutral
166,-288.43378146269583,123.46654807537632,-5.661339566448518,24.299706612872143,3.8180689414257714,-1.5859723605046627,-17.374985785096097,-4.135400755915865,-8.89288278281179,4.139921506704005,0.9368308119762672,-10.344381151363802,-0.1998667096760112,-4.085219195421652,4.941891121928431,0.2112278834847957,-2.615026414019948,0.3902964213234955,-6.264791201147949,-4.1815285696423965,-2.4103826312709766,-2.0054065219442188,0.8456231306768871,-3.294441094604935,-1.5691873633979163,-0.2142543969666011,0.28384642254097214,1.2231700374489614,0.5331365737980451,1.1986235835559977,0.9015535244186644,2.2009199495386915,-0.5134130886105778,-0.16090757654695073,0.3833770809730521,2.141390404332633,6.981481135214814,5.699272441915055,5.385621765557034,6.990591054151254,happy
156,-350.1024484097783,101.94720696238326,8.932423522795217,37.199385793599305,-8.796010537588536,-2.7099060118471514,-21.195082648469906,-7.598019849720936,-8.286592096393955,1.7015335422949365,1.6140688900602038,-4.2267165095282975,-2.9802265801035808,-2.134476755223246,9.890838820051195,-0.44899599577025917,-2.5594646233429956,1.8566900726603688,-1.9541286217836353,-1.1265110014184676,4.319693117987433,0.7608894427638169,0.07463017350271083,0.7059890396945085,3.220151017379758,6.789379208289581,9.899490764813432,9.147026695637974,7.253621129253299,7.728047167922976,5.462324398025477,4.801922996912067,3.127798486505641,2.8498470299008636,2.192945246257852,2.095489509220139,2.968742156559691,2.7331670664751706,2.6091642433358584,3.752172520670633,fear
17,-367.0295047594128,124.26599835436393,16.737216895601772,28.101820695079898,25.00736907250919,-8.470526256952445,-19.153569830154094,8.511317072755054,-0.37454017569937,-14.85470854932612,2.26682176440212,1.1320783754129615,-3.907606497713327,3.236145943714104,3.2008724957544317,-4.140555144832578,1.6362095167551445,2.598666027260511,-3.9182268599486463,-0.6626141997331125,1.8422303261804536,0.41396540455249653,1.0320017562916082,2.3146613960081224,-1.0508104219887262,-4.2232069074035525,-1.7372038793777975,0.07146673473142147,-2.2014647064571577,-1.752756834901923,1.0178477882121904,-0.14889536197299122,-0.5374931174585832,-0.03596355278925607,1.6387929408927573,4.799713803076868,6.720186651121009,8.05715899248506,6.865733713933812,4.2154853559972905,disgust
0,-296.1136824332521,122.6839230420436,10.934713093567183,33.06495239721942,11.008064586742947,-5.751949285260991,-29.717903108910278,-4.582358181791164,-1.8387095121336374,-13.85613509474604,-4.123160219157057,-1.8909162100047847,-2.4346077061994333,-2.7228797586463447,5.136464816922427,-0.30435907264696527,-4.183694859935876,5.59105688218714,-1.6954506052964207,-7.183134416622129,-0.6319660964875309,0.052805674676545615,1.313423262348576,-2.435385602034305,-1.860268186146374,-4.480302230095213,-4.920330728300789,-0.5638503261886418,-2.685777576175861,0.00045105718578225865,1.3912346897792058,1.4285708798055665,3.1406611407067393,2.8261212432920146,3.519548193271138,5.488966440439126,5.332680190078513,6.323349235625663,4.603277976262106,3.567965483378887,angry
398,-566.8136944470815,135.12329398946497,7.132172261993221,35.240642694961046,10.290215512695555,-5.227325518169497,-12.139037277498481,-4.018660619297322,-17.000491326618697,-16.189602340097792,-3.6129257470341467,-9.396582256205352,-5.000286625926983,-0.22368255904955822,-6.2633947847326645,-0.9501418149698827,3.556931258375587,-4.0648347201646855,1.6870684151926036,9.949181594525053,-0.5786539358276802,-6.383224255337732,1.0495065860774029,-3.7906115265832505,-0.34487562783040115,3.21165788681314,-0.7127021707531439,-0.5632219594132105,0.6409039658411463,1.262076770817877,-2.8302078315172947,1.9036590790744021,-0.2470351489514153,-2.908132098564199,3.0148115269635976,-0.8433618818745567,0.48276279506000336,2.149385799231313,-0.07639512807295339,2.347628718946197,fear
435,-618.8914460501519,134.10653418351174,30.35449747341467,50.00050084520957,20.735726135763493,-8.721383520432246,-11.779445398975263,0.7169142161055283,-11.968163627209305,-8.678641436196934,-1.0087699949338718,-4.958363075808787,2.5021400138071814,3.6714466953203595,-1.3487604439738303,2.9564017204288224,4.2566524201778755,-1.3801642457766425,3.8713672799804635,7.395483997594555,-0.08921608728530256,-3.432781671710578,2.9988349630354554,-1.0453396042030585,-1.68211632847288,3.51981952420932,2.0479950123463198,-1.0272271603178043,-0.7830425209202324,2.683284697632357,1.7607082648288728,-0.028782633796061496,0.2377436117794386,0.3940089351341362,0.0722426999407227,0.023490073834181176,1.5117585653204406,1.2728694984518196,-0.7816929009677273,0.1477195180660859,neutral
342,-342.2474596251821,109.01370969510717,22.511065924442633,43.18174654160335,3.3617496641180717,-10.300318792509962,3.6225854726769504,-6.360851506419283,-16.3775827635912,-0.4642732661796051,1.9600603984493565,-0.10540387430566094,0.44664137851638286,-2.0914861368256195,6.316584833168335,4.572392279044792,-0.8472302911948981,-0.24572276676953936,-0.1589834841445337,-2.6494492524732802,-0.9012198511167496,1.6293463816710467,-0.4058867646436662,-2.426305727847246,-0.8861850566726901,-0.4652451575429869,-0.9447415409566793,1.2154699630582007,0.728465773905417,0.09013742898715853,1.833840141565574,3.0200736719744943,1.3883848946590958,0.7075435398927419,1.1978390806457604,0.9421132133571289,1.3160706832998301,1.4296570330919562,1.761688474340531,0.8948398164404633,sad
141,-389.3234221642799,86.01585699904625,20.810454037168856,41.94830718328674,9.236481636749552,8.63529316517772,-12.499845092899493,-3.8009010962349,4.434546602283716,3.1650416489694537,4.275697886732073,1.051494976693564,-2.2285079601403144,4.2785908732868,7.828837395790333,-0.412221018893709,3.810678289648094,0.39281209717705917,-0.9314530790654719,0.19851756095049636,0.47881932667256205,3.549457287782904,1.9371834523970377,-1.3572908689424992,1.018071495159575,0.626025360195958,-0.8990064180070594,1.4466445503061383,-0.7946638130438165,0.1806195983957559,1.1064278136617363,0.017129045181206982,0.6506838496004261,1.817994690909327,1.2103084252101826,-0.2343636676283619,1.5688901111195868,2.1879582145133734,2.772853448801897,2.424015162069752,disgust
129,-236.70517543130234,100.53108688593117,0.9698912524259948,37.79736327685061,-0.326360929231861,-0.4948839103924711,-19.661521296431943,-6.062532672516899,-9.740201009225094,-4.276009401206653,-0.6131934902234302,-5.330321138584651,1.2836526505928545,-2.392847250985297,0.8522446157932487,-1.0296055653243876,0.47601855310280694,0.5644342213462862,-4.020705344844402,-3.140124090975649,-1.3835291969144825,-2.7611698725504166,-1.1104575334571116,-3.912819972736077,-3.587650055283711,-3.9638293871082464,-3.3670524576360563,-0.752399541316503,-3.2171048070251866,-1.1921518414280872,-2.83280578557452,-1.8466305465217343,-0.2947975809154273,-1.2863313515200407,-0.41023036099668886,0.24642078057469807,2.2898612628155264,3.0183423762786874,5.333585469409445,6.429840855010447,angry
469,-550.5310708364876,132.4353138651207,25.750107682505313,29.96745779258246,1.1432018982591559,-4.241915999833841,-9.22687219187178,-1.4136111059228094,-13.878215271806782,-18.362067960111844,-6.614477387211599,-9.180721213400385,-3.758723505116332,-0.5766158096006957,-2.9014049319696573,0.15878810057578924,4.296410990496979,0.7639283958061436,0.6890191073952524,4.608314414110217,-1.0730902597884848,-5.626458923169,-2.2699060173195273,-3.4473256499675853,-0.9521369417940662,-0.5142898552062559,-1.8004421144353788,-0.2523913414296972,-0.011247261849385374,1.7198814224081398,-0.07645256665699497,1.3436149093135559,1.8854055653106538,0.40042242011546997,2.3501891037815974,2.1305642239103415,2.1018395039512483,2.5953781707620642,1.6622572122909263,0.24403419910375965,surprised
372,-560.1645842158397,122.73963278974534,28.558438292370923,39.70282363030745,-4.06688436251603,-9.801209223943006,-9.636777337525794,2.9558256639003133,-4.973108950557269,-11.841549573495813,-1.4400098634585072,-5.2097887672409655,-3.0070416679513685,0.03561422534227605,-1.3475141710093765,-0.3925534648651377,1.6459124256592685,-1.5762075043546455,0.12070440069554439,3.1029007126472496,-3.1975735039675244,-4.24454712249839,1.5546746935134934,-3.8724574982000757,-1.5617244449772378,3.343631282259963,-1.1796284494354052,-0.8972354965308007,-2.2749844125205603,-0.9045242635439927,-0.5918453333851758,-0.871970581309082,-2.081086789809469,-3.641768940068474,0.546996138176412,-0.12139908436212918,0.9761615324499521,1.1162110344428047,-1.3947187039040254,-0.7720739602340129,angry
245,-215.0359288758047,95.15373447556586,-8.859874597753373,41.75003289818138,-12.417490920896924,-11.18831170545694,-11.559466614070393,-1.9108794193723138,-12.29094588443286,-5.62360514434061,-4.598099709424164,-6.2674277689871865,-3.656457769902102,-3.909618579898069,0.617368610386245,-1.8670272195384163,0.07853681642449703,-0.8554352551424635,-2.238319928444265,-5.254765836493915,-1.0204066039240178,-0.9349723409276476,-1.6668274618683803,-0.8072130875810859,0.41272519353457543,-1.2985241759867336,-0.14033331918136602,3.8045382275753674,-0.3862549404875517,1.1184470306024792,0.6584958393474152,-0.7139512179283882,1.5576610824708885,2.1327702365948547,3.025382666650038,2.6364737458348975,2.0623845503861458,3.4403491703405513,2.012821547160093,1.6130766005771449,angry
250,-189.70550807261534,107.40478127237098,-10.14782790020801,36.749051394449275,-15.798992496910788,-6.8025334798559065,-11.517134388129097,-10.19271568616856,-17.318955778827657,1.7473022283706405,-2.718106117293346,-3.362612279284535,-8.444030628526876,-6.059641110605626,4.461271308397143,-3.0738712639033774,-6.3758538398654485,-3.474004104945925,-3.852205924016962,-9.242525487471095,-1.1755592517884905,-1.3350962573479668,-2.1743307906771716,2.5638778985889195,2.287110983032731,-1.2220470464735629,-0.08303745275081637,4.740770853776749,1.2220342131019741,1.5613798851338883,1.1367518957839091,1.0139178674625005,-0.9196202736927628,-0.20275066935690214,2.1032270155629664,1.7570473718917605,1.6072586789269905,4.976056776882032,3.3068055338177604,1.5140217991159681,angry
112,-293.4556146666843,88.26807934529994,11.821664856526821,30.853431820112434,1.926524447464494,5.9789906046604795,-25.18037024756675,-6.449362938717681,1.6326030192883256,-13.405527413001042,-0.3837620161061847,-0.6650666572002207,-8.197681515969055,-2.4707394026994627,9.308121003060956,-5.301700602901504,-4.702506517881127,4.60556259484787,-2.9416668108568724,-3.6137196746974998,-1.8196810779240742,0.21775446677751054,0.47854450689566574,0.07230924722793733,2.0769933193841617,-0.38759084111362413,1.9529235436787307,4.165725056395152,1.0024557990294705,3.2532258484390675,6.133131542180054,8.032596901747961,8.876144012523303,7.987073729770407,8.632404284591267,8.326612661713378,6.294139775295746,5.373717771236636,3.2690547720129595,2.860501419650156,surprised
331,-309.529172759975,124.59238041298802,3.27834736235876,30.563290020139814,-7.523385793071291,-14.461285964579414,6.950379019902784,-0.9314816368152727,-10.41664055475633,3.340883754632834,0.4925351397106161,-2.6617490757390474,-0.7025890603127497,-1.6775219027650576,2.9188874298316088,1.3148407668430313,-2.023751900291961,-1.0155360817128458,0.5966287127988247,-3.456813101378525,0.0109696687091455,2.702614798705167,-1.2315371610245165,-1.1166627683765258,-0.6040663213360263,-1.2473561002550806,0.38163715196311815,0.685419344312334,-0.5697743324204956,-0.13864783534535238,1.1925144993532042,1.4374211022034133,-0.015402858230585225,-0.09981114304416264,0.9824536266324934,1.1799853902310613,2.2321445698023457,3.014693029017472,1.7011433845415482,1.0656437017842768,sad
399,-522.5988798129747,112.0990962023613,23.63836220409115,24.769855449464178,5.314295425093007,-21.74041294248806,-9.26777911174067,1.2833677322715324,-14.521273423025228,-15.76641056994636,-6.126849400696528,-11.518864518467998,-6.017501940465358,0.4147511045110681,-4.102531093312022,-1.3978229384586482,3.538578643876188,-0.8322576981619837,0.8423555914708643,1.9892054606871497,-5.421211802224853,-0.6110586573880341,-1.0681854900290573,-7.747399908503072,-2.615755492023318,-2.8795916403109763,-3.2826139999434414,-0.3440503368286461,1.645934245127682,2.7043484633625874,3.6661039269197104,6.405323474627435,1.8523719267940093,-0.3449969887122654,1.8280218603686729,-0.5846197411236597,-0.26850088928854626,2.577136993137807,4.800782394719293,5.492186081429335,fear
